time	V(n002)
4.486446817290064e-02	4.315039e+00
4.491640957915063e-02	4.322831e+00
4.496835098540063e-02	4.329674e+00
4.502029239165063e-02	4.335608e+00
4.507223379790063e-02	4.340679e+00
4.512417520415063e-02	4.344935e+00
4.517611661040063e-02	4.348432e+00
4.522805801665063e-02	4.351227e+00
4.527999942290063e-02	4.353384e+00
4.533194082915062e-02	4.354967e+00
4.538388223540062e-02	4.356044e+00
4.543582364165062e-02	4.356683e+00
4.548776504790062e-02	4.356948e+00
4.553970645415062e-02	4.356903e+00
4.559164786040062e-02	4.356606e+00
4.564358926665062e-02	4.356109e+00
4.569553067290062e-02	4.355458e+00
4.574747207915061e-02	4.354692e+00
4.579941348540061e-02	4.353842e+00
4.585135489165061e-02	4.352931e+00
4.590329629790061e-02	4.351980e+00
4.595523770415061e-02	4.351003e+00
4.600464851500668e-02	4.350056e+00
4.604969489482295e-02	4.349184e+00
4.609255478947579e-02	4.348348e+00
4.613772934232508e-02	4.347465e+00
4.618525457871415e-02	4.346532e+00
4.623719598496415e-02	4.345513e+00
4.628913739121415e-02	4.344492e+00
4.634107879746415e-02	4.343471e+00
4.639302020371415e-02	4.342450e+00
4.644496160996415e-02	4.341429e+00
4.649690301621415e-02	4.340409e+00
4.654884442246415e-02	4.339388e+00
4.660078582871414e-02	4.338368e+00
4.665272723496414e-02	4.337348e+00
4.680855145371414e-02	4.334290e+00
4.707567868585699e-02	4.329051e+00
4.734280591799984e-02	4.323819e+00
4.760993315014269e-02	4.318594e+00
4.787706038228554e-02	4.313374e+00
4.814418761442840e-02	4.308161e+00
4.841131484657124e-02	4.302955e+00
4.867844207871409e-02	4.297754e+00
4.883426629746409e-02	4.294724e+00
4.899009051621409e-02	4.291695e+00
4.914591473496408e-02	4.288669e+00
4.930173895371408e-02	4.285645e+00
4.945756317246407e-02	4.282623e+00
4.961338739121407e-02	4.279603e+00
4.976921160996407e-02	4.276585e+00
4.984341361889263e-02	4.275148e+00
4.991761562782120e-02	4.273713e+00
4.999181763674977e-02	4.272277e+00
5.006601964567835e-02	4.270842e+00
5.014022165460692e-02	4.269408e+00
5.021442366353548e-02	4.267974e+00
5.028862567246405e-02	4.266541e+00
5.037024788228548e-02	4.264964e+00
5.045187009210691e-02	4.263389e+00
5.053349230192834e-02	4.261814e+00
5.061511451174976e-02	4.260239e+00
5.069673672157118e-02	4.258665e+00
5.077835893139261e-02	4.257092e+00
5.085998114121404e-02	4.255519e+00
5.091192254746404e-02	4.254519e+00
5.114194877514260e-02	4.250091e+00
5.137197500282117e-02	4.245667e+00
5.160200123049973e-02	4.241249e+00
5.183202745817830e-02	4.236834e+00
5.206205368585687e-02	4.232425e+00
5.229207991353543e-02	4.228020e+00
5.252210614121400e-02	4.223619e+00
5.260372835103543e-02	4.222059e+00
5.268535056085685e-02	4.220499e+00
5.276697277067828e-02	4.218940e+00
5.284859498049970e-02	4.217381e+00
5.293021719032113e-02	4.215823e+00
5.301183940014256e-02	4.214265e+00
5.309346160996398e-02	4.212708e+00
5.314540301621398e-02	4.211718e+00
5.318800000000000e-02	4.210906e+00
