time	V(n002)
3.149121386530780e-02	3.875056e+00
3.171381989209351e-02	3.856745e+00
3.193642591887922e-02	3.838520e+00
3.215903194566493e-02	3.820382e+00
3.238163797245064e-02	3.802331e+00
3.276006821798634e-02	3.771844e+00
3.313849846352205e-02	3.741595e+00
3.351692870905775e-02	3.711587e+00
3.389535895459346e-02	3.681818e+00
3.427378920012916e-02	3.652289e+00
3.465221944566487e-02	3.623000e+00
3.503064969120057e-02	3.593950e+00
3.540165973584342e-02	3.565696e+00
3.577266978048627e-02	3.537660e+00
3.614367982512912e-02	3.509842e+00
3.651468986977197e-02	3.482242e+00
3.688569991441482e-02	3.454859e+00
3.725670995905766e-02	3.427695e+00
3.762772000370051e-02	3.400748e+00
3.785032603048621e-02	3.384680e+00
3.807293205727193e-02	3.368687e+00
3.829553808405763e-02	3.352770e+00
3.851814411084335e-02	3.336927e+00
3.874075013762905e-02	3.321159e+00
3.896335616441476e-02	3.305467e+00
3.918596219120047e-02	3.289850e+00
3.929726520459333e-02	3.282068e+00
3.940856821798618e-02	3.274305e+00
3.951987123137903e-02	3.266560e+00
3.963117424477189e-02	3.258834e+00
3.974247725816474e-02	3.251125e+00
3.985378027155759e-02	3.243436e+00
3.996508328495045e-02	3.235764e+00
4.002444489209331e-02	3.231680e+00
4.008380649923616e-02	3.227601e+00
4.014316810637902e-02	3.223527e+00
4.020252971352187e-02	3.219458e+00
4.026189132066473e-02	3.215395e+00
4.032125292780758e-02	3.211336e+00
4.038061453495044e-02	3.207283e+00
4.055869935637901e-02	3.195154e+00
4.073678417780757e-02	3.183071e+00
4.091486899923614e-02	3.171033e+00
4.109295382066471e-02	3.159041e+00
4.127103864209328e-02	3.147094e+00
4.144912346352184e-02	3.135192e+00
4.162720828495041e-02	3.123336e+00
4.169399009298612e-02	3.118901e+00
4.176077190102184e-02	3.114473e+00
4.182755370905755e-02	3.110051e+00
4.189433551709326e-02	3.105635e+00
4.196111732512897e-02	3.101226e+00
4.202789913316469e-02	3.096822e+00
4.209468094120040e-02	3.092425e+00
4.214662234745040e-02	3.089010e+00
4.219856375370040e-02	3.085598e+00
4.225050515995039e-02	3.082191e+00
4.230244656620039e-02	3.078789e+00
4.235438797245039e-02	3.075398e+00
4.240632937870039e-02	3.072031e+00
4.244111817491303e-02	3.069806e+00
4.246264441743404e-02	3.068462e+00
4.248368028573388e-02	3.067199e+00
4.250567314679067e-02	3.065962e+00
4.252673188204918e-02	3.064919e+00
4.254847702199739e-02	3.064087e+00
4.257047404290048e-02	3.063670e+00
4.259332442763126e-02	3.063992e+00
4.261758294702103e-02	3.065714e+00
4.264476448266146e-02	3.070380e+00
4.267967162742093e-02	3.081470e+00
4.271154863274563e-02	3.097316e+00
4.274428280924836e-02	3.119452e+00
4.277891983183486e-02	3.147810e+00
4.282760056209202e-02	3.192153e+00
4.287954196834202e-02	3.241654e+00
4.293148337459202e-02	3.291621e+00
4.303536618709201e-02	3.389623e+00
4.320603080762772e-02	3.542525e+00
4.337669542816344e-02	3.682928e+00
4.354736004869914e-02	3.810831e+00
4.371802466923486e-02	3.926234e+00
4.388868928977056e-02	4.029137e+00
4.405935391030628e-02	4.119540e+00
4.423001853084198e-02	4.197444e+00
4.431164074066341e-02	4.229797e+00
4.439326295048484e-02	4.259256e+00
4.447488516030627e-02	4.285820e+00
4.455650737012769e-02	4.309490e+00
4.463812957994912e-02	4.330267e+00
4.471975178977054e-02	4.348149e+00
4.480137399959197e-02	4.363137e+00
4.490525681209197e-02	4.378417e+00
4.495719821834197e-02	4.384465e+00
4.500913962459197e-02	4.389489e+00
4.506108103084196e-02	4.393522e+00
4.511302243709196e-02	4.396599e+00
4.516496384334196e-02	4.398763e+00
4.521690524959196e-02	4.400059e+00
4.526884665584196e-02	4.400537e+00
4.532078806209196e-02	4.400254e+00
4.537272946834196e-02	4.399266e+00
4.542467087459195e-02	4.397638e+00
4.547661228084195e-02	4.395434e+00
4.552855368709195e-02	4.392723e+00
4.558049509334195e-02	4.389570e+00
4.563243649959195e-02	4.386044e+00
4.568437790584195e-02	4.382206e+00
4.573631931209195e-02	4.378115e+00
4.578826071834195e-02	4.373825e+00
4.584020212459194e-02	4.369382e+00
4.589214353084194e-02	4.364825e+00
4.594408493709194e-02	4.360185e+00
4.599602634334194e-02	4.355489e+00
4.604796774959194e-02	4.350754e+00
4.609990915584194e-02	4.345997e+00
4.615185056209194e-02	4.341226e+00
4.620379196834194e-02	4.336448e+00
4.625573337459193e-02	4.331668e+00
4.630767478084193e-02	4.326889e+00
4.635961618709193e-02	4.322113e+00
4.641155759334193e-02	4.317340e+00
4.646349899959193e-02	4.312572e+00
4.651544040584193e-02	4.307809e+00
4.656738181209193e-02	4.303051e+00
4.661932321834193e-02	4.298298e+00
4.667126462459192e-02	4.293550e+00
4.677514743709192e-02	4.284071e+00
4.704227466923477e-02	4.259793e+00
4.730940190137762e-02	4.235651e+00
4.757652913352047e-02	4.211644e+00
4.784365636566332e-02	4.187773e+00
4.811078359780618e-02	4.164037e+00
4.837791082994902e-02	4.140437e+00
4.864503806209187e-02	4.116973e+00
4.880086228084187e-02	4.103346e+00
4.895668649959187e-02	4.089764e+00
4.911251071834186e-02	4.076227e+00
4.926833493709186e-02	4.062734e+00
4.942415915584186e-02	4.049286e+00
4.957998337459185e-02	4.035883e+00
4.973580759334185e-02	4.022525e+00
4.999551462459184e-02	4.000359e+00
5.007713683441327e-02	3.993417e+00
5.015875904423470e-02	3.986488e+00
5.024038125405612e-02	3.979571e+00
5.032200346387754e-02	3.972665e+00
5.040362567369897e-02	3.965772e+00
5.048524788352040e-02	3.958891e+00
5.056687009334183e-02	3.952021e+00
5.061881149959183e-02	3.947656e+00
5.081915692369896e-02	3.930865e+00
5.101950234780610e-02	3.914144e+00
5.121984777191324e-02	3.897494e+00
5.142019319602038e-02	3.880915e+00
5.162053862012751e-02	3.864407e+00
5.182088404423466e-02	3.847969e+00
5.202122946834179e-02	3.831601e+00
5.217705368709179e-02	3.818919e+00
5.233287790584178e-02	3.806279e+00
5.248870212459178e-02	3.793680e+00
5.264452634334178e-02	3.781123e+00
5.280035056209177e-02	3.768607e+00
5.295617478084177e-02	3.756133e+00
5.311199899959176e-02	3.743701e+00
5.316394040584176e-02	3.739565e+00
5.318800000000000e-02	3.737651e+00
